run_id,avg_words_per_sentence,bullet_points_per_utterance,headings_per_utterance,sentence_complexity,lexical_diversity,formality_score,punctuation_density,output_structure_consistency,is_gemini,is_claude,is_gpt,is_llama,is_qwen,is_deepseek,is_mistral
46,13.576923076923077,0.6,0.0,10.758260086455333,0.5211267605633803,-0.0169971671388102,0.0315173345339937,0.2,0,1,0,0,0,0,0
47,14.478260869565217,0.0,0.0,10.17017440263664,0.5278810408921933,-0.042042042042042045,0.031204290589956118,0.0,0,1,0,0,0,0,0
48,15.045454545454545,1.6,0.0,8.272967713401147,0.4128787878787879,-0.03323262839879154,0.036112586298459905,0.4,0,1,0,0,0,0,0
49,12.181818181818182,0.0,0.0,7.355837346174425,0.4690721649484536,-0.09328358208955224,0.0491698595146871,0.0,0,1,0,0,0,0,0
50,12.8,0.0,0.0,8.532934952978056,0.496,-0.01875,0.03770661157024793,0.0,0,1,0,0,0,0,0
51,14.428571428571429,0.0,0.0,8.465238759149532,0.3836734693877551,-0.0297029702970297,0.03387850467289719,0.0,0,1,0,0,0,0,0
52,13.59375,0.8,0.0,12.831627906976745,0.5213675213675214,-0.013793103448275862,0.028762541806020066,0.2,0,1,0,0,0,0,0
53,13.875,1.0,0.0,14.906102974828375,0.536723163841808,-0.036036036036036036,0.027985074626865673,0.2,0,1,0,0,0,0,0
54,12.851851851851851,0.0,0.0,7.675144508670524,0.36594202898550726,-0.03170028818443804,0.03615651312530956,0.0,0,1,0,0,0,0,0
55,11.863636363636363,0.0,0.0,7.316153846153846,0.47959183673469385,-0.06130268199233716,0.043591411841249185,0.0,0,1,0,0,0,0,0
56,13.181818181818182,0.0,0.0,7.660879881364313,0.4622222222222222,-0.03793103448275862,0.040145985401459854,0.0,0,1,0,0,0,0,0
57,11.761904761904763,0.0,0.0,8.06357723577236,0.46524064171123,-0.048582995951417005,0.042906574394463666,0.0,0,1,0,0,0,0,0
58,13.444444444444445,1.0,0.0,9.093960273122288,0.49828178694158076,-0.02203856749311295,0.033409610983981694,0.2,0,1,0,0,0,0,0
59,13.037037037037036,0.0,0.0,10.081267806267807,0.5197132616487455,-0.028409090909090908,0.033697632058287796,0.0,0,1,0,0,0,0,0
60,15.208333333333334,1.8,0.0,10.135285784074256,0.4966216216216216,-0.019178082191780823,0.03211009174311927,0.4,0,1,0,0,0,0,0
61,11.5,0.0,0.0,9.705856697819314,0.53515625,-0.034161490683229816,0.032940019665683384,0.0,0,1,0,0,0,0,0
